Business ID,Fiscal Year,Department,Support Program,Race or Ethnicity of Recipient,Zipcode,New Georeferenced Column
V00000916229,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78229,POINT (-98.56195 29.4955)
V00000927690,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78745,POINT (-97.80322 30.21116)
DEA7149045,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78227,POINT (-98.6392 29.42397)
V00000971129,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,91016,POINT (-117.99878 34.14783)
V00000971770,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78750,POINT (-97.8013 30.44533)
V00000972390,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,77449,POINT (-95.74616 29.79842)
V00000960620,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,75234,POINT (-96.88724 32.91786)
VS0000014981,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78736,POINT (-97.89444 30.24151)
V00000975246,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,75201,POINT (-96.79512 32.77822)
V00000966565,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78640,POINT (-97.87736 29.98835)
VS0000015857,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78701,POINT (-97.74299 30.26759)
VS0000024713,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78746,POINT (-97.81146 30.33179)
ALL8314335,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78653,POINT (-97.55614 30.3408)
V00000964631,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78737,POINT (-97.93254 30.22731)
GRO7148575,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78759,POINT (-97.73994 30.39329)
V00000967926,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78750,POINT (-97.8013 30.44533)
V00000934892,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78666,POINT (-97.92818 29.88608)
V00000961063,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,75038,POINT (-97.00081 32.8599)
V00000946051,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78840,POINT (-100.8983 29.36651)
CAS7170685,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78754,POINT (-97.66154 30.36059)
V00000944954,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78741,POINT (-97.70176 30.22764)
V00000950768,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78634,POINT (-97.54231 30.54367)
VS0000011100,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78704,POINT (-97.76662 30.25565)
ENC1735650,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78759,POINT (-97.73994 30.39329)
STR8322676,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78752,POINT (-97.71565 30.33017)
V00000933857,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78709,
VS0000006907,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78708,
V00000945870,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78750,POINT (-97.8013 30.44533)
V00000938729,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78621,POINT (-97.37097 30.34901)
V00000928794,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78703,POINT (-97.76845 30.3013)
V00000958877,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78634,POINT (-97.54231 30.54367)
V00000969021,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78640,POINT (-97.87736 29.98835)
RAM8306287,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78617,POINT (-97.65756 30.21461)
V00000944229,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78729,POINT (-97.78254 30.45414)
V00000936492,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78660,POINT (-97.61994 30.44056)
VS0000007788,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78641,POINT (-97.85322 30.57955)
V00000926331,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78709,
V00000974508,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78626,POINT (-97.67703 30.63816)
ARC8308619,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78212,POINT (-98.48636 29.44595)
V00000978667,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78681,POINT (-97.69191 30.51312)
GOL8307311,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78755,
VS0000018420,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78681,POINT (-97.69191 30.51312)
VC0000102123,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78739,POINT (-97.87149 30.17595)
HAF8322659,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78750,POINT (-97.8013 30.44533)
V00000909515,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,75104,POINT (-96.95596 32.58866)
V00000915347,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78749,POINT (-97.86112 30.18357)
V00000972613,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78669,POINT (-98.15581 30.47405)
ALL8309379,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78148,POINT (-98.30903 29.55838)
V00000911255,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78724,POINT (-97.63128 30.27734)
V00000961738,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,77339,POINT (-95.24648 30.04692)
V00000965372,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78704,POINT (-97.76662 30.25565)
VC0000102500,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78664,POINT (-97.67722 30.50904)
V00000968363,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,75039,POINT (-96.93673 32.87006)
VC0000101713,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,77592,
V00000968599,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78748,POINT (-97.79775 30.16375)
V00000917174,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78730,POINT (-97.82057 30.3435)
VS0000031622,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78620,POINT (-98.07975 30.19162)
V00000965884,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78664,POINT (-97.67722 30.50904)
V00000918095,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78704,POINT (-97.76662 30.25565)
V00000929271,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,75247,POINT (-96.87004 32.82222)
COD8314790,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78746,POINT (-97.81146 30.33179)
V00000968823,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78641,POINT (-97.85322 30.57955)
CAS7072670,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78738,POINT (-98.00828 30.35167)
V00000945437,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78230,POINT (-98.55234 29.53241)
V00000915700,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,75001,POINT (-96.82557 32.96473)
V00000965122,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78725,POINT (-97.63654 30.21579)
TEC7170130,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78709,
V00000964631,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78737,POINT (-97.93254 30.22731)
HAR8308666,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78652,POINT (-97.83794 30.14053)
PRI8320762,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78757,POINT (-97.72368 30.36097)
V00000958482,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78767,POINT (-97.74192 30.27027)
MAE8319636,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78229,POINT (-98.56195 29.4955)
V00000913860,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78734,POINT (-97.96266 30.34373)
V00000919752,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78717,POINT (-97.76671 30.48659)
VS0000004065,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78259,POINT (-98.44694 29.62955)
ALL0137100,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78738,POINT (-98.00828 30.35167)
V00000961165,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78746,POINT (-97.81146 30.33179)
V00000972522,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78660,POINT (-97.61994 30.44056)
V00000975243,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78702,POINT (-97.70011 30.25848)
V00000911108,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78746,POINT (-97.81146 30.33179)
VC0000102952,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,77044,POINT (-95.17945 29.88513)
V00000974082,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78750,POINT (-97.8013 30.44533)
V00000964978,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78613,POINT (-97.82096 30.50682)
V00000930006,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Native American,78746,POINT (-97.81146 30.33179)
V00000966255,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78132,POINT (-98.16603 29.71793)
VS0000030065,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78717,POINT (-97.76671 30.48659)
CED7142775,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78613,POINT (-97.82096 30.50682)
V00000924464,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78723,POINT (-97.69981 30.31711)
V00000961112,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78750,POINT (-97.8013 30.44533)
CUS8309791,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78666,POINT (-97.92818 29.88608)
V00000970032,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78757,POINT (-97.72368 30.36097)
VS0000014981,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78736,POINT (-97.89444 30.24151)
V00000905765,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78744,POINT (-97.74921 30.19461)
V00000952672,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78748,POINT (-97.79775 30.16375)
VAC8317945,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,77084,POINT (-95.61593 29.81434)
V00000971064,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78653,POINT (-97.55614 30.3408)
V00000937626,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78744,POINT (-97.74921 30.19461)
V00000968696,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78610,POINT (-97.84301 30.08165)
FOS7156650,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78217,POINT (-98.403 29.52646)
V00000973084,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78701,POINT (-97.74299 30.26759)
V00000976290,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78660,POINT (-97.61994 30.44056)
ADV8309626,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Native American,78745,POINT (-97.80322 30.21116)
V00000907348,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78758,POINT (-97.70519 30.37182)
942,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
V00000907327,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78660,POINT (-97.61994 30.44056)
V00000911409,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,77040,POINT (-95.51088 29.84938)
V00000950536,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78758,POINT (-97.70519 30.37182)
SAM7042190,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78744,POINT (-97.74921 30.19461)
V00000960374,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78253,POINT (-98.72277 29.44539)
V00000970660,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78660,POINT (-97.61994 30.44056)
HAF8322659,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78750,POINT (-97.8013 30.44533)
V00000915700,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,75252,POINT (-96.80551 32.99848)
VS0000028307,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78759,POINT (-97.73994 30.39329)
V00000965480,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78704,POINT (-97.76662 30.25565)
V00000943396,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78701,POINT (-97.74299 30.26759)
V00000952042,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,77578,POINT (-95.35076 29.48423)
VS0000030641,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78683,
V00000976944,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78751,POINT (-97.71383 30.31664)
V00000973526,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78748,POINT (-97.79775 30.16375)
V00000969829,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78756,POINT (-97.73234 30.33123)
V00000945170,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78705,POINT (-97.74728 30.28814)
V00000969559,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78738,POINT (-98.00828 30.35167)
V00000957494,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78728,POINT (-97.68488 30.4724)
INT7100120,2021,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78752,POINT (-97.71565 30.33017)
V00000967747,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78748,POINT (-97.79775 30.16375)
ASS8319976,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78634,POINT (-97.54231 30.54367)
V00000976372,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,60616,POINT (-87.62711 41.85388)
V00000942747,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78666,POINT (-97.92818 29.88608)
